year,province,baseline_2025_power_mw,provincial_share,target_total_power_mw,min_extendable_power_mw,max_extendable_power_mw,min_extendable_energy_mwh,max_extendable_energy_mwh,guard_active,lower_multiplier,upper_multiplier,national_cumulative_target_mw
2045,Yunnan,5000.0,0.03676470561202422,26470.588040657436,0.0,34411.764452854666,0.0,206470.586717128,True,0.0,1.3,720000.0
2045,Tibet,197.882,0.0014550146951837154,1047.6105805322752,0.0,1361.8937546919578,0.0,8171.362528151747,True,0.0,1.3,720000.0
2045,Shaanxi,2517.058,0.01850777927567809,13325.601078488226,0.0,17323.281402034692,0.0,103939.68841220815,True,0.0,1.3,720000.0
2045,Gansu,6340.117,0.04661850701015803,33565.32504731378,0.0,43634.92256150792,0.0,261809.53536904752,True,0.0,1.3,720000.0
2045,Qinghai,4422.175,0.032515992407970644,23411.514533738864,0.0,30434.968893860525,0.0,182609.81336316315,True,0.0,1.3,720000.0
2045,Ningxia,8780.721,0.06456412452526378,46486.16965818992,0.0,60432.0205556469,0.0,362592.1233338814,True,0.0,1.3,720000.0
2045,Xinjiang,18800.0,0.13823529310121105,99529.41103287195,0.0,129388.23434273354,0.0,776329.4060564013,True,0.0,1.3,720000.0
2050,Beijing,89.707,0.0006596102892675713,560.6687458774356,0.0,728.8693696406664,0.0,4373.2162178439985,True,0.0,1.3,850000.0
2050,Tianjin,327.495,0.002408051452881974,2046.843734949678,0.0,2660.8968554345815,0.0,15965.38113260749,True,0.0,1.3,850000.0
2050,Hebei,6658.259,0.048957786404722155,41614.11844401383,0.0,54098.35397721798,0.0,324590.1238633079,True,0.0,1.3,850000.0
2050,Shanxi,3751.743,0.027586345385394517,23448.39357758534,0.0,30482.91165086094,0.0,182897.46990516564,True,0.0,1.3,850000.0
2050,InnerMongolia,20260.0,0.14897058713992214,126624.99906893383,0.0,164612.49878961398,0.0,987674.9927376839,True,0.0,1.3,850000.0
2050,Liaoning,982.154,0.0072217205351344065,6138.462454864245,0.0,7980.0011913235185,0.0,47880.00714794111,True,0.0,1.3,850000.0
2050,Jilin,677.251,0.004979786728089803,4232.818718876332,0.0,5502.664334539232,0.0,33015.98600723539,True,0.0,1.3,850000.0
2050,Heilongjiang,700.832,0.005153176432697231,4380.199967792646,0.0,5694.25995813044,0.0,34165.559748782645,True,0.0,1.3,850000.0
2050,Shanghai,225.255,0.001656286752527303,1407.8437396482075,0.0,1830.1968615426697,0.0,10981.181169256019,True,0.0,1.3,850000.0
2050,Jiangsu,10544.137,0.07753041854757045,65900.85576543488,0.0,85671.11249506535,0.0,514026.6749703921,True,0.0,1.3,850000.0
2050,Zhejiang,5181.171,0.03809684530811143,32382.318511894715,0.0,42097.01406546313,0.0,252582.0843927788,True,0.0,1.3,850000.0
2050,Anhui,3408.665,0.025063713051002107,21304.15609335179,0.0,27695.402921357327,0.0,166172.41752814397,True,0.0,1.3,850000.0
2050,Fujian,746.015,0.00548540437143085,4662.5937157162225,0.0,6061.37183043109,0.0,36368.23098258654,True,0.0,1.3,850000.0
2050,Jiangxi,1751.915,0.012881727846457882,10949.468669489199,0.0,14234.30927033596,0.0,85405.85562201576,True,0.0,1.3,850000.0
