snapshot,province,load_mw,min_output_floor_mw,thermal_stage1_mw,min_output_deficit_mw,min_output_binding,vre_stage1_mw,vre_curtailment_total_mw,thermal_stage2_mw,vre_stage2_mw,onwind_stage1_mw,onwind_curtailment_mw,onwind_stage2_mw,offwind_stage1_mw,offwind_curtailment_mw,offwind_stage2_mw,solar_stage1_mw,solar_curtailment_mw,solar_stage2_mw
2025-09-24 00:00:00,Shandong,85957.9443661274,8595.79443661274,84295.88690142323,0.0,False,769.3026808707941,0.0,84295.88690142323,769.3026808707941,529.3362611656576,0.0,529.3362611656576,239.96641970513653,0.0,239.96641970513653,0.0,0.0,0.0
2025-09-24 01:00:00,Shandong,85032.17039826965,8503.217039826965,83619.52745486288,0.0,False,626.114620240947,0.0,83619.52745486288,626.114620240947,384.1135264245472,0.0,384.1135264245472,242.00109381639982,0.0,242.00109381639982,0.0,0.0,0.0
2025-09-24 02:00:00,Shandong,84202.30331970971,8420.230331970972,83024.23710837806,0.0,False,508.088923985315,0.0,83024.23710837806,508.088923985315,279.03687362698827,0.0,279.03687362698827,229.0520503583267,0.0,229.0520503583267,0.0,0.0,0.0
2025-09-24 03:00:00,Shandong,82294.62532903806,8229.462532903806,81275.18548222033,0.0,False,459.84185719324717,0.0,81275.18548222033,459.84185719324717,242.73967671574917,0.0,242.73967671574917,217.102180477498,0.0,217.102180477498,0.0,0.0,0.0
2025-09-24 04:00:00,Shandong,80512.9400833841,8051.294008338411,79751.03242523238,0.0,False,203.8009112368464,0.0,79751.03242523238,203.8009112368464,0.0,0.0,0.0,203.8009112368464,0.0,203.8009112368464,0.0,0.0,0.0
2025-09-24 05:00:00,Shandong,84449.48713387294,8444.948713387295,83423.4559538554,0.0,False,204.70387916294735,0.0,83423.4559538554,204.70387916294735,0.0,0.0,0.0,204.70387916294735,0.0,204.70387916294735,0.0,0.0,0.0
2025-09-24 06:00:00,Shandong,87213.48076617256,8721.348076617256,85680.20827081549,0.0,False,237.0129986545303,0.0,85680.20827081549,237.0129986545303,0.0,0.0,0.0,237.0129986545303,0.0,237.0129986545303,0.0,0.0,0.0
2025-09-24 07:00:00,Shandong,92341.97987023511,9234.197987023512,87883.53656544637,0.0,False,2437.466542032609,0.0,87883.53656544637,2437.466542032609,0.0,0.0,0.0,252.5201666257854,0.0,252.5201666257854,2184.946375406824,0.0,2184.946375406824
2025-09-24 08:00:00,Shandong,79746.61170429122,7974.661170429123,67940.84456840187,0.0,False,11222.314041927884,0.0,67940.84456840187,11222.314041927884,0.0,0.0,0.0,233.44649136262962,0.0,233.44649136262962,10988.867550565255,0.0,10988.867550565255
2025-09-24 09:00:00,Shandong,83268.18183904693,8326.818183904694,57135.74770985468,0.0,False,25546.996634674862,0.0,57135.74770985468,25546.996634674862,0.0,0.0,0.0,199.99474131929185,0.0,199.99474131929185,25347.00189335557,0.0,25347.00189335557
